trade_id,order_id,symbol,timeframe,direction,strategy_name,confidence,entry_time,expiry_time,entry_price,expiry_price,outcome,payout,profit_loss,expected_return,actual_return,blocked_reason
trade-d6615c20-f9bc-4cf3-8e0f-fbf1601b56ad,sim-c34ef24c-7da2-4a72-bd54-ea3b420e2565,EURUSD,1m,call,sample_candle_direction_strategy,0.6112903225804672,2026-01-01T02:03:00+00:00,,1.08693,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-3b48690a-ba28-4b55-9f3c-e93eaab6831a,sim-35938b8e-aaf8-4e1f-846f-f13c411675ea,EURUSD,1m,call,sample_candle_direction_strategy,0.610606060606132,2026-01-01T02:04:00+00:00,,1.08694,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-f3e91906-ce67-4797-b57e-74a538598149,sim-b974617b-5864-4f7f-b6ad-42bef4eb6f16,EURUSD,1m,call,sample_candle_direction_strategy,0.759090909090893,2026-01-01T02:05:00+00:00,,1.08714,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-125387d8-9f7b-47dc-83b6-8eb6bad9739f,sim-0ae163c3-dd74-40de-8a11-c8083326cca4,EURUSD,1m,put,sample_candle_direction_strategy,0.624999999999881,2026-01-01T02:06:00+00:00,,1.08712,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-658a7901-c3aa-448f-bb9e-da9430e5b40b,sim-1328540a-8df1-4c96-a805-46bfb9f649d7,EURUSD,1m,put,sample_candle_direction_strategy,0.6338709677421781,2026-01-01T02:07:00+00:00,,1.08709,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-d502fadc-3f79-4708-ae9f-81e4245638f8,sim-1865f125-88cc-4fae-920d-cc38cb907d4d,EURUSD,1m,put,sample_candle_direction_strategy,0.7480769230768254,2026-01-01T02:08:00+00:00,,1.08687,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-b1c18e94-6c75-4344-8fd8-ee6fcaabeed2,sim-36d6e557-d4f2-499e-8ad2-ff6e88897c0a,EURUSD,1m,put,sample_candle_direction_strategy,0.6472972972973995,2026-01-01T02:09:00+00:00,,1.08682,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-ae097e10-f4e3-401d-b8d9-84e93d192659,sim-36c6fe68-3e5c-4bac-ae3c-bd37b3d55735,EURUSD,1m,put,sample_candle_direction_strategy,0.6603448275860405,2026-01-01T02:10:00+00:00,,1.08677,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-068717c0-9d29-43a5-ba08-be6b1c42d04b,sim-2ecc7f50-2ef0-4e5b-8973-636dbbeefbc9,EURUSD,1m,put,sample_candle_direction_strategy,0.6656249999999696,2026-01-01T02:11:00+00:00,,1.08671,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-8beb3a16-8315-440d-a55f-4f64c950739c,sim-ea3fad41-0bff-4c17-abb8-159f742daa05,EURUSD,1m,put,sample_candle_direction_strategy,0.7458333333333063,2026-01-01T02:12:00+00:00,,1.08651,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-b7a9eea0-2d4e-4d0c-aa7e-705252743fc0,sim-37de9635-bf57-4e28-921b-818ad70a8340,EURUSD,1m,put,sample_candle_direction_strategy,0.74,2026-01-01T02:13:00+00:00,,1.08631,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-1e45e9a7-f6c0-4c4a-94d3-72255e792576,sim-128e5485-0d24-44f1-88b3-41911fd01700,EURUSD,1m,put,sample_candle_direction_strategy,0.7303921568628347,2026-01-01T02:14:00+00:00,,1.08612,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-b2d60363-5516-4c6d-ba86-b804763e301a,sim-160f5986-7923-4a80-af38-3758459516a1,EURUSD,1m,put,sample_candle_direction_strategy,0.7546511627905715,2026-01-01T02:15:00+00:00,,1.08593,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-89c36d6b-0da5-4367-aec6-f1610d0ab11e,sim-2b70d9ac-aac2-4557-af7f-425f83cd87e9,EURUSD,1m,put,sample_candle_direction_strategy,0.7431818181818743,2026-01-01T02:16:00+00:00,,1.08575,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-2304dd31-31ae-4d34-8d36-6f5379eaec72,sim-fe41727d-93db-484e-944d-9b2c6162c27d,EURUSD,1m,put,sample_candle_direction_strategy,0.7272727272726791,2026-01-01T02:17:00+00:00,,1.08559,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-e72a4e7e-947f-4bd6-a146-db607f8b6219,sim-720f95c4-2643-43dd-8101-0c5db60ab747,EURUSD,1m,call,sample_candle_direction_strategy,0.74,2026-01-01T02:18:00+00:00,,1.08579,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-8706f39a-9fcd-43e1-8973-dcf2a29e2e5a,sim-46112a32-f96b-4478-9d64-21c0038cc252,EURUSD,1m,put,sample_candle_direction_strategy,0.7011111111110688,2026-01-01T02:19:00+00:00,,1.08566,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-b04b9980-df00-4f8c-9d68-e591547b27b5,sim-bec713c3-797b-42d4-af30-7b4d9d13e8f4,EURUSD,1m,put,sample_candle_direction_strategy,0.7029411764705747,2026-01-01T02:20:00+00:00,,1.08556,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-14d7b8ce-aa68-41d9-a5c6-6f4b7d00b986,sim-34ebb7e8-3ca3-402f-a36e-825af2c544ad,EURUSD,1m,put,sample_candle_direction_strategy,0.7563829787234464,2026-01-01T02:21:00+00:00,,1.08535,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-313a5ca1-3a41-4196-8550-2b0d87f7a1ae,sim-ff6628d1-b958-4459-a585-9e9c3910d8c0,EURUSD,1m,put,sample_candle_direction_strategy,0.7369565217391452,2026-01-01T02:22:00+00:00,,1.08517,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-e07582d8-aea2-4475-95c4-bb1929f20c43,sim-1ce78949-bc29-403e-8b95-b4e7c51d600f,EURUSD,1m,put,sample_candle_direction_strategy,0.7166666666665515,2026-01-01T02:23:00+00:00,,1.08502,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-b9bcd8af-5bdf-4d8c-ac5c-8724cf9023a2,sim-9a623c63-3cf0-40c7-94fa-04bef5e2c34a,EURUSD,1m,put,sample_candle_direction_strategy,0.689534883720989,2026-01-01T02:24:00+00:00,,1.08491,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-dc8fefcc-dc71-4900-8f1d-6ad492789d33,sim-24fad158-7e27-4485-b185-3d8b9dc3d33d,EURUSD,1m,put,sample_candle_direction_strategy,0.7673913043479436,2026-01-01T02:25:00+00:00,,1.08469,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-93f1aaba-04c1-47b9-9d54-80de26ad3059,sim-ac10a3c3-de12-47ff-88ad-f33fbe56cad7,EURUSD,1m,put,sample_candle_direction_strategy,0.6362068965517056,2026-01-01T02:26:00+00:00,,1.08466,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-e6668600-1aa5-400b-aec8-4b65b3194aab,sim-84906e1f-f76a-47c8-8788-e69139f9d789,EURUSD,1m,call,sample_candle_direction_strategy,0.6120689655173153,2026-01-01T02:27:00+00:00,,1.08467,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-939c4faf-bfff-413a-a177-b5856abf0d22,sim-80ac2e31-0aa5-4ce6-818c-0699c66d5e8a,EURUSD,1m,call,sample_candle_direction_strategy,0.6499999999998731,2026-01-01T02:28:00+00:00,,1.08472,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-708f726e-9efe-4caa-83cd-4c7402535b68,sim-82fa70dd-8d5e-4fb2-a35e-167b7013f54b,EURUSD,1m,call,sample_candle_direction_strategy,0.6768292682928031,2026-01-01T02:29:00+00:00,,1.08481,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-49e68fb9-7266-45e3-9608-483c25a33154,sim-88c6fa2b-ead6-4296-98e4-44f4c3655d35,EURUSD,1m,put,sample_candle_direction_strategy,0.6140000000000995,2026-01-01T02:30:00+00:00,,1.0848,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
